apk_entry,bytes,width,height,transparent_ratio,opaque_ratio,partial_alpha_ratio,unique_colors_64px,avg_rgb_stddev_64px,score,reasons
res/ZFj.png,13850,192,192,0.165,0.7203,0.1147,1153,83.63,4,alpha+square
res/ZGA.png,15575,192,192,0.165,0.7203,0.1147,1387,68.76,4,alpha+square
res/ZGf.png,14227,192,192,0.165,0.7203,0.1147,1133,83.95,4,alpha+square
res/ZHK.png,17533,192,192,0.1681,0.7136,0.1183,1188,79.17,4,alpha+square
res/ZIm.png,14532,192,192,0.1653,0.7203,0.1144,1033,68.28,4,alpha+square
res/ZKb.png,12198,192,192,0.1652,0.7203,0.1145,1022,77.87,4,alpha+square
res/ZKz.png,10113,192,192,0.1653,0.7203,0.1144,969,73.35,4,alpha+square
res/ZLq.png,7331,192,192,0.1653,0.7203,0.1144,434,99.61,4,alpha+square
res/ZNt.png,13581,192,192,0.1653,0.7203,0.1144,1068,98.65,4,alpha+square
res/ZOr.png,9751,193,193,0.1717,0.7126,0.1157,1041,100.15,4,alpha+square
res/ZPx.png,11124,192,192,0.165,0.7203,0.1147,772,67.9,4,alpha+square
res/ZT3.png,18110,192,192,0.165,0.7203,0.1147,1315,85.93,4,alpha+square
res/ZUX.png,9711,192,192,0.1653,0.7203,0.1144,993,61.66,4,alpha+square
res/ZUv.png,25418,192,192,0.1655,0.7141,0.1204,1230,100.38,4,alpha+square
res/ZVH.png,12795,192,192,0.165,0.7203,0.1147,1067,93.64,4,alpha+square
res/ZVg.png,12746,192,192,0.165,0.7203,0.1147,962,85.0,4,alpha+square
res/ZW1.png,19816,192,192,0.165,0.7203,0.1147,1020,57.36,4,alpha+square
res/ZXW.png,14327,192,192,0.165,0.7203,0.1147,947,66.74,4,alpha+square
res/Z_9.png,6461,192,192,0.165,0.7203,0.1147,408,102.54,4,alpha+square
res/Z_A.png,11895,192,192,0.1623,0.7167,0.121,701,102.62,4,alpha+square
res/Z_y.png,11118,192,192,0.165,0.7203,0.1147,935,68.41,4,alpha+square
res/Za0.png,13812,192,192,0.1644,0.7203,0.1153,1089,65.92,4,alpha+square
res/ZbV.png,9540,192,192,0.165,0.7203,0.1147,706,88.55,4,alpha+square
res/Zbq.png,15306,192,192,0.165,0.7203,0.1147,973,81.84,4,alpha+square
res/Zcd.png,12631,192,192,0.1649,0.7203,0.1149,1020,79.25,4,alpha+square
res/ZdS.png,9014,192,192,0.1653,0.7203,0.1144,483,85.93,4,alpha+square
res/Zf0.png,5024,192,192,0.1653,0.7203,0.1144,571,59.66,4,alpha+square
res/Zfe.png,13090,192,192,0.165,0.7203,0.1147,1127,65.28,4,alpha+square
res/ZgF.png,8436,192,192,0.165,0.7203,0.1147,378,100.26,4,alpha+square
res/Zgl.png,11143,192,192,0.1653,0.7203,0.1144,857,72.57,4,alpha+square
res/Zgx.png,20572,192,192,0.165,0.7203,0.1147,1771,96.85,4,alpha+square
res/Zj1.png,18465,192,192,0.1653,0.7203,0.1144,1642,81.87,4,alpha+square
res/Zjk.png,23746,192,192,0.1653,0.7205,0.1143,1762,93.57,4,alpha+square
res/ZpD.png,8901,192,192,0.1652,0.7203,0.1145,449,69.12,4,alpha+square
res/Zqi.png,17400,256,256,0.1641,0.7187,0.1172,942,85.16,4,alpha+square
res/Zrd.png,12672,192,192,0.165,0.7203,0.1147,984,100.05,4,alpha+square
res/Zrq.png,13278,192,192,0.165,0.7203,0.1147,806,64.21,4,alpha+square
res/Zs8.png,14894,192,192,0.165,0.7203,0.1147,1303,85.34,4,alpha+square
res/Zsc.png,11246,192,192,0.165,0.7203,0.1147,813,61.45,4,alpha+square
res/ZtX.png,14852,192,192,0.165,0.7203,0.1147,1082,77.54,4,alpha+square
res/ZvB.png,23303,256,256,0.1644,0.7187,0.117,1115,98.21,4,alpha+square
res/ZvD.png,12975,192,192,0.1615,0.7203,0.1182,1115,63.21,4,alpha+square
res/ZvI.png,10909,192,192,0.1623,0.7163,0.1214,1122,74.43,4,alpha+square
res/ZvW.png,17482,192,192,0.1653,0.7203,0.1144,1629,84.41,4,alpha+square
res/Zw-.png,13877,192,192,0.1653,0.7203,0.1144,1252,71.3,4,alpha+square
res/Zxs.png,10697,192,192,0.1653,0.7203,0.1144,825,65.51,4,alpha+square
res/Zy6.png,10327,192,192,0.1653,0.7202,0.1145,936,68.05,4,alpha+square
res/ZyG.png,15721,192,192,0.165,0.7203,0.1147,1115,70.97,4,alpha+square
res/ZyJ.png,12253,192,192,0.165,0.7203,0.1147,973,86.73,4,alpha+square
res/ZyL.png,11124,192,192,0.1653,0.7203,0.1144,828,103.4,4,alpha+square
res/_-A.png,14192,192,192,0.165,0.7203,0.1147,952,73.61,4,alpha+square
res/_0c.png,16881,192,192,0.165,0.7203,0.1147,954,85.08,4,alpha+square
res/_0p.png,23921,192,191,0.17,0.7112,0.1188,1190,101.08,4,alpha+square
res/_16.png,17164,192,192,0.165,0.7203,0.1147,1705,94.45,4,alpha+square
res/_1P.png,15087,192,192,0.165,0.7203,0.1147,1229,78.38,4,alpha+square
res/_2A.png,10844,192,192,0.1653,0.7203,0.1144,940,77.85,4,alpha+square
res/_2H.png,13782,192,192,0.1653,0.7203,0.1144,1011,76.3,4,alpha+square
res/_3J.png,12306,256,256,0.1644,0.7193,0.1163,774,69.9,4,alpha+square
res/_40.png,19165,192,192,0.1681,0.7136,0.1183,919,63.43,4,alpha+square
res/_4t.png,14514,192,192,0.165,0.7203,0.1147,1306,77.45,4,alpha+square
res/_5-.png,11665,192,192,0.1653,0.7203,0.1144,879,90.85,4,alpha+square
res/_66.png,13785,192,192,0.165,0.7203,0.1147,1078,74.24,4,alpha+square
res/_6J.png,13765,192,192,0.165,0.7203,0.1147,1102,57.78,4,alpha+square
res/_6U.png,15975,192,192,0.1653,0.7203,0.1144,1328,79.3,4,alpha+square
res/_77.png,18946,192,192,0.1615,0.7203,0.1182,1719,75.2,4,alpha+square
res/_7a.png,13180,192,192,0.1653,0.7203,0.1144,1612,72.82,4,alpha+square
res/_8C.png,18537,192,192,0.1626,0.7161,0.1212,1362,80.29,4,alpha+square
res/_9B.png,12210,192,192,0.165,0.7203,0.1147,903,63.52,4,alpha+square
res/_AS.png,2835,192,192,0.4463,0.4245,0.1292,265,124.11,4,alpha+square
res/_Ac.png,10787,192,192,0.165,0.7203,0.1147,716,59.86,4,alpha+square
res/_Aj.png,7931,192,192,0.1649,0.7203,0.1149,616,67.05,4,alpha+square
res/_Bs.png,13775,192,192,0.165,0.7203,0.1147,1045,74.88,4,alpha+square
res/_EQ.png,13711,192,192,0.1623,0.7161,0.1216,1029,75.63,4,alpha+square
res/_EZ.png,11645,256,256,0.1644,0.7192,0.1164,801,99.16,4,alpha+square
res/_FX.png,16971,192,192,0.165,0.7203,0.1147,1900,75.48,4,alpha+square
res/_Fx.png,14876,192,192,0.165,0.7203,0.1147,1474,67.51,4,alpha+square
res/_G9.png,7655,192,193,0.1675,0.7166,0.116,715,101.95,4,alpha+square
res/_HL.png,15534,192,192,0.1623,0.7161,0.1216,1265,81.27,4,alpha+square
res/_HM.png,13133,192,192,0.1651,0.7203,0.1146,1137,84.99,4,alpha+square
res/_HQ.png,12206,192,192,0.165,0.7203,0.1147,991,78.92,4,alpha+square
res/_IE.png,14027,192,192,0.165,0.7203,0.1147,905,100.16,4,alpha+square
res/_Jl.png,9402,192,192,0.1653,0.7203,0.1144,529,98.52,4,alpha+square
res/_Jq.png,11972,192,192,0.165,0.7203,0.1147,1025,71.89,4,alpha+square
res/_KT.png,12455,192,193,0.1674,0.7166,0.116,989,61.4,4,alpha+square
res/_Md.png,14748,192,192,0.1615,0.7203,0.1182,1205,63.51,4,alpha+square
res/_Mm.png,10700,192,192,0.165,0.7203,0.1147,757,88.47,4,alpha+square
res/_NM.png,16221,192,192,0.165,0.7203,0.1147,1313,78.35,4,alpha+square
res/_NU.png,17330,192,192,0.1619,0.7203,0.1178,1688,81.2,4,alpha+square
res/_Ni.png,25697,256,256,0.1644,0.7187,0.117,1214,84.05,4,alpha+square
res/_QB.png,14156,192,192,0.165,0.7203,0.1147,1173,68.33,4,alpha+square
res/_QT.png,14465,256,256,0.1644,0.7194,0.1163,724,60.51,4,alpha+square
res/_Qw.png,11084,192,192,0.165,0.7203,0.1147,641,76.61,4,alpha+square
res/_R8.png,12886,192,192,0.1653,0.7203,0.1144,1022,84.37,4,alpha+square
res/_RW.png,7104,192,192,0.165,0.7203,0.1147,389,66.88,4,alpha+square
res/_S0.png,10876,192,192,0.1651,0.7202,0.1146,858,92.49,4,alpha+square
res/_SR.png,10383,192,192,0.1653,0.7203,0.1144,1029,79.17,4,alpha+square
res/_T9.png,17322,192,192,0.165,0.7203,0.1147,1384,79.17,4,alpha+square
res/_TH.png,9290,192,192,0.165,0.7203,0.1147,736,99.14,4,alpha+square
res/_UH.png,12927,192,192,0.1652,0.7203,0.1145,1111,83.94,4,alpha+square
res/_UM.png,14893,192,192,0.1626,0.7161,0.1212,1019,74.53,4,alpha+square
res/_UZ.png,9728,192,192,0.165,0.7203,0.1147,905,85.68,4,alpha+square
res/_Vj.png,12629,192,192,0.1649,0.7203,0.1149,1118,78.72,4,alpha+square
res/_YB.png,13782,192,192,0.165,0.7203,0.1147,886,76.38,4,alpha+square
res/_YE.png,12611,192,192,0.165,0.7203,0.1147,786,73.23,4,alpha+square
res/_YV.png,15287,192,192,0.1653,0.7203,0.1144,1030,75.03,4,alpha+square
res/_Yg.png,11369,192,192,0.1653,0.7203,0.1144,1011,87.15,4,alpha+square
res/_Zs.png,14422,192,192,0.1649,0.7203,0.1148,1017,62.06,4,alpha+square
res/___.png,17229,192,192,0.1653,0.7203,0.1144,1473,75.83,4,alpha+square
res/_af.png,9062,192,192,0.1653,0.7203,0.1144,919,76.45,4,alpha+square
res/_cJ.png,18200,256,256,0.1644,0.7195,0.1162,973,97.61,4,alpha+square
res/_cR.png,13200,192,192,0.165,0.7203,0.1147,977,73.28,4,alpha+square
res/_dG.png,17035,192,192,0.1681,0.7136,0.1183,1268,79.93,4,alpha+square
res/_dP.png,10995,192,192,0.1552,0.7203,0.1245,834,101.08,4,alpha+square
res/_dU.png,6920,192,192,0.1651,0.7202,0.1147,449,64.58,4,alpha+square
res/_dm.png,18692,192,192,0.1681,0.7136,0.1183,1125,75.6,4,alpha+square
res/_ex.png,17722,192,192,0.1681,0.7136,0.1183,907,81.47,4,alpha+square
res/_fO.png,13753,192,192,0.1681,0.7136,0.1183,769,84.32,4,alpha+square
res/_fR.png,9750,192,192,0.165,0.7203,0.1147,654,65.97,4,alpha+square
res/_fs.png,11360,192,192,0.165,0.7203,0.1147,965,87.04,4,alpha+square
res/_gO.png,13679,192,192,0.1621,0.7204,0.1175,1320,79.84,4,alpha+square
res/_iX.png,11607,192,192,0.165,0.7203,0.1147,890,71.76,4,alpha+square
res/_ix.png,26452,192,192,0.1655,0.7136,0.1209,1485,63.53,4,alpha+square
res/_j0.png,19863,192,192,0.165,0.7203,0.1147,1686,77.7,4,alpha+square
res/_lA.png,22427,192,192,0.1681,0.7136,0.1183,1127,69.94,4,alpha+square
res/_ly.png,13023,192,192,0.165,0.7203,0.1147,910,87.72,4,alpha+square
res/_mH.png,16364,192,192,0.165,0.7203,0.1147,1332,83.03,4,alpha+square
res/_n4.png,16244,192,192,0.165,0.7203,0.1147,1079,58.83,4,alpha+square
res/_ni.png,14491,192,192,0.1653,0.7203,0.1144,1214,66.75,4,alpha+square
res/_nx.png,12494,192,192,0.165,0.7203,0.1147,715,66.45,4,alpha+square
res/_qP.png,10103,192,192,0.1653,0.7203,0.1144,752,61.13,4,alpha+square
res/_qb.png,13932,192,192,0.165,0.7203,0.1147,912,90.69,4,alpha+square
res/_rV.png,16927,192,192,0.165,0.7203,0.1147,1234,101.89,4,alpha+square
res/_rg.png,16294,192,192,0.165,0.7203,0.1147,1108,67.34,4,alpha+square
res/_tE.png,12007,192,192,0.1649,0.7203,0.1149,1003,73.62,4,alpha+square
res/_tj.png,24613,192,192,0.1623,0.7161,0.1216,2750,66.78,4,alpha+square
res/_v4.png,5968,192,192,0.165,0.7203,0.1147,355,65.1,4,alpha+square
res/_wT.png,12141,192,192,0.165,0.7203,0.1147,846,81.62,4,alpha+square
res/_x5.png,13546,192,192,0.1653,0.7203,0.1144,1345,84.44,4,alpha+square
res/_y0.png,13438,192,192,0.1653,0.7203,0.1144,1080,83.89,4,alpha+square
res/_yq.png,15093,192,192,0.165,0.7203,0.1147,1126,102.1,4,alpha+square
res/a-n.png,11810,192,192,0.165,0.7203,0.1147,1096,77.93,4,alpha+square
res/a1r.png,32386,192,192,0.1653,0.7203,0.1144,1711,99.09,4,alpha+square
res/a20.png,10626,192,192,0.1653,0.7203,0.1144,932,91.48,4,alpha+square
res/a3m.png,9059,192,192,0.1653,0.7203,0.1144,743,87.16,4,alpha+square
res/a5R.png,11701,192,192,0.165,0.7203,0.1147,931,92.24,4,alpha+square
res/a6_.png,14598,192,192,0.165,0.7203,0.1147,1074,71.24,4,alpha+square
res/a9I.png,18711,192,192,0.1653,0.7203,0.1144,1728,76.4,4,alpha+square
res/aAK.png,9473,192,192,0.165,0.7203,0.1147,931,83.98,4,alpha+square
res/aAp.png,12519,192,192,0.1649,0.7203,0.1149,1000,75.22,4,alpha+square
res/aAx.png,15839,192,192,0.165,0.7203,0.1147,1223,77.71,4,alpha+square
res/aBF.png,11574,192,192,0.165,0.7203,0.1147,837,91.9,4,alpha+square
res/aCH.png,14213,192,192,0.165,0.7203,0.1147,1022,99.0,4,alpha+square
res/aFf.png,12563,192,192,0.1653,0.7203,0.1144,1108,79.04,4,alpha+square
res/aGT.png,18712,192,192,0.1653,0.7203,0.1144,1299,82.48,4,alpha+square
res/aGd.png,15819,192,192,0.165,0.7203,0.1147,1115,55.84,4,alpha+square
res/aHG.png,11909,192,192,0.165,0.7203,0.1147,1016,60.58,4,alpha+square
res/aHp.png,13067,192,192,0.1623,0.7161,0.1216,1048,80.98,4,alpha+square
res/aI7.png,12784,192,192,0.165,0.7203,0.1147,1144,83.07,4,alpha+square
res/aI9.png,15439,192,192,0.165,0.7203,0.1147,1075,71.45,4,alpha+square
res/aIN.png,18970,192,192,0.165,0.7203,0.1147,1758,76.36,4,alpha+square
res/aJO.png,16832,192,192,0.165,0.7203,0.1147,1214,71.69,4,alpha+square
res/aJ_.png,15432,192,192,0.1653,0.7203,0.1144,1286,75.67,4,alpha+square
res/aLG.png,12986,192,192,0.165,0.7203,0.1147,927,79.32,4,alpha+square
res/aLY.png,16882,192,192,0.1681,0.7136,0.1183,970,83.75,4,alpha+square
res/aM-.png,15036,192,192,0.165,0.7203,0.1147,1182,82.64,4,alpha+square
res/aM5.png,13344,192,192,0.168,0.7137,0.1183,752,74.16,4,alpha+square
res/aPy.png,12650,192,192,0.1651,0.7202,0.1147,1107,87.43,4,alpha+square
res/aQi.png,11782,192,192,0.1653,0.7203,0.1144,1090,81.47,4,alpha+square
res/aQm.png,9672,192,192,0.165,0.7203,0.1147,841,101.18,4,alpha+square
res/aQy.png,16510,192,192,0.1653,0.7203,0.1144,1788,83.93,4,alpha+square
res/aRq.png,11555,192,192,0.1652,0.7203,0.1145,872,70.13,4,alpha+square
res/aSl.png,8426,192,192,0.165,0.7203,0.1147,682,91.72,4,alpha+square
res/aSt.png,9041,192,193,0.1675,0.7166,0.116,898,99.46,4,alpha+square
res/aTS.png,10210,192,192,0.165,0.7203,0.1147,1194,57.82,4,alpha+square
res/aTb.png,8997,192,192,0.2539,0.6404,0.1057,770,77.42,4,alpha+square
res/aTn.png,16136,192,192,0.165,0.7203,0.1147,1023,102.84,4,alpha+square
res/aV3.png,12107,192,192,0.165,0.7203,0.1147,1052,82.48,4,alpha+square
res/aVG.png,14131,192,192,0.165,0.7203,0.1147,1136,75.63,4,alpha+square
res/aVO.png,24941,192,192,0.1655,0.7141,0.1204,1205,100.33,4,alpha+square
res/aVd.png,24682,256,256,0.1644,0.7187,0.117,1507,69.2,4,alpha+square
res/aWI.png,16308,256,256,0.1644,0.7187,0.117,734,91.15,4,alpha+square
res/aWI1.png,16629,192,192,0.165,0.7203,0.1147,1219,82.52,4,alpha+square
